Departamento,Partido,Diputado,Marcas,Quedo
Cortes,PARTIDO LIBERAL DE HONDURAS,ANGEL DARIO BANEGAS LEIVA,"84,663",SI
Cortes,PARTIDO LIBERTAD Y REFUNDACION,JOSE EDUARDO COTO BARNICA,"94,009",SI
Cortes,PARTIDO NACIONAL DE HONDURAS,YAUDET BURBARA CANAHUATI,"92,042",SI
Cortes,PARTIDO ANTICORRUPCION,LUIS RENE OLIVA ROMERO,"108,461",SI
Cortes,PARTIDO LIBERAL DE HONDURAS,RAFAEL TADEO NODARSE BANEGAS,"67,693",SI
Cortes,PARTIDO LIBERTAD Y REFUNDACION,YENNY YESSENIA MURILLO PEÑA,"93,861",SI
Cortes,PARTIDO NACIONAL DE HONDURAS,LEDA LIZETHE GARCIA PAGAN,"91,027",SI
Cortes,PARTIDO ANTICORRUPCION,ANIBAL JAVIER CALIX FUNEZ,"107,350",SI
Cortes,PARTIDO UNIFICACION DEMOCRATICA,EDWIN ROBERTO PAVON LEON,"24,072",SI
Cortes,PARTIDO INNOVACION Y UNIDAD SD,JOSE TORIBIO AGUILERA COELLO,"16,382",No
Cortes,PARTIDO DEMOCRATA CRISTIANO,SADIA YARARDIN ARGUETA HERNANDEZ,"9,032",No
Cortes,PARTIDO LIBERAL DE HONDURAS,CARLOS ANTONIO MARTINEZ ZEPEDA,"66,744",No
Cortes,PARTIDO ALIANZA PATRIOTICA,BRENDA PATRICIA ENAMORADO ALVARADO,"5,544",No
Cortes,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,SARA RAMIREZ SERRANO,"6,072",No
Cortes,PARTIDO LIBERTAD Y REFUNDACION,LAURA ELENA NORIEGA BARDALES,"93,391",No
Cortes,PARTIDO NACIONAL DE HONDURAS,LEO YAMIR VALENTINO CASTELLON HIREZI,"91,002",No
Cortes,PARTIDO ANTICORRUPCION,KATTY ESTER SOSA GARCIA,"106,895",No
Cortes,PARTIDO UNIFICACION DEMOCRATICA,SUSANA CASTILLO VELASQUEZ,"9,912",No
Cortes,PARTIDO INNOVACION Y UNIDAD SD,PEDRO RENE GONZALEZ BARAHONA,"8,016",No
Cortes,PARTIDO DEMOCRATA CRISTIANO,CARLOS AGUINALDO TURCIOS MATUTE,"7,576",No
Cortes,PARTIDO LIBERAL DE HONDURAS,JUAN JORGE CANAHUATI SAGASTUME,"61,868",No
Cortes,PARTIDO ALIANZA PATRIOTICA,JOSE MARIO BERRIOS SERRANO,"5,067",No
Cortes,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,MARCO ANTONIO BHADAY CHAVEZ,"5,667",No
Cortes,PARTIDO LIBERTAD Y REFUNDACION,SILVIA BESSY AYALA FIGUEROA,"93,313",No
Cortes,PARTIDO NACIONAL DE HONDURAS,FRANCISCO GABRIEL GARCIA ARDON,"90,294",No
Cortes,PARTIDO ANTICORRUPCION,ERASMO ANTONIO SANABRIA CHINCHILLA,"104,875",No
Cortes,PARTIDO UNIFICACION DEMOCRATICA,CLAUDIO MARCELO VILLAFRANCA NUÑEZ,"7,412",No
Cortes,PARTIDO INNOVACION Y UNIDAD SD,OSMAN MALDONADO ORTIZ,"6,106",No
Cortes,PARTIDO DEMOCRATA CRISTIANO,DUNIA ARACELY LOPEZ LOPEZ,"7,283",No
Cortes,PARTIDO LIBERAL DE HONDURAS,WENCESLAO LARA ORELLANA,"59,631",No
Cortes,PARTIDO ALIANZA PATRIOTICA,JESUS ENAMORADO ALVARADO,"4,842",No
Cortes,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,IRMA CRISTELA HERNANDEZ,"4,161",No
Cortes,PARTIDO LIBERTAD Y REFUNDACION,RENE BLADIMIR GONZALES ALFARO,"91,093",No
Cortes,PARTIDO NACIONAL DE HONDURAS,ROXANA GERALDINA GONZALEZ MARMOL,"89,828",No
Cortes,PARTIDO ANTICORRUPCION,ROLANDO ENRIQUE LOPEZ,"103,592",No
Cortes,PARTIDO UNIFICACION DEMOCRATICA,MIGUEL FERNANDO RUIZ RAPALO,"6,937",No
Cortes,PARTIDO INNOVACION Y UNIDAD SD,MARTHA LETICIA NORALES ARZU,"6,003",No
Cortes,PARTIDO DEMOCRATA CRISTIANO,NORMAN PORTILLO VELASQUEZ,"6,480",No
Cortes,PARTIDO LIBERAL DE HONDURAS,GEORGINA YAMILETH BARAHONA LOPEZ,"59,495",No
Cortes,PARTIDO ALIANZA PATRIOTICA,GABRIELA ROSARIO VASQUEZ AGUILAR,"4,038",No
Cortes,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,JONY NECTALI ROSALES RAMOS,"2,940",No
Cortes,PARTIDO LIBERTAD Y REFUNDACION,DULCE MARIA VILLANUEVA SANCHEZ,"90,706",No
Cortes,PARTIDO NACIONAL DE HONDURAS,REYNALDO GEOVANNY EKONOMO FUNES,"89,048",No
Cortes,PARTIDO ANTICORRUPCION,VERONICA TORRES RIVERA,"103,334",No
Cortes,PARTIDO UNIFICACION DEMOCRATICA,BRENDA JAQUELINE MORENO BARDALES,"6,810",No
Cortes,PARTIDO INNOVACION Y UNIDAD SD,MAURA ARACELY FUNEZ MARTINEZ,"5,413",No
Cortes,PARTIDO DEMOCRATA CRISTIANO,FREDESVINDA GUTIERREZ ORTIZ,"4,955",No
Cortes,PARTIDO LIBERAL DE HONDURAS,FELIPA ELIZABETH AVILA JIMENEZ,"59,449",No
Cortes,PARTIDO ALIANZA PATRIOTICA,GLADYS PATRICIA ENAMORADO PADILLA,"3,864",No
Cortes,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,REYNA MARITZA TORRES MEJIA,"2,590",No
Cortes,PARTIDO LIBERTAD Y REFUNDACION,ORFILIA ESPERANZA CARRANZA MEDINA,"90,150",No
Cortes,PARTIDO NACIONAL DE HONDURAS,BRENDA MERCEDES FLORES SERRANO,"86,520",No
Cortes,PARTIDO ANTICORRUPCION,ROBERTO VALENZUELA MEDINA,"102,748",No
Cortes,PARTIDO UNIFICACION DEMOCRATICA,ERIKA TAHINA AVILA REYES,"6,230",No
Cortes,PARTIDO INNOVACION Y UNIDAD SD,FRANCISCO RODOLFO JIMENEZ CABALLERO,"4,738",No
Cortes,PARTIDO DEMOCRATA CRISTIANO,CELESTINO ARGUETA,"4,908",No
Cortes,PARTIDO LIBERAL DE HONDURAS,MARIA DOLORES GUARDADO,"55,141",No
Cortes,PARTIDO ALIANZA PATRIOTICA,JORDI RICARDO MONTAÑOLA LOPEZ,"3,630",No
Cortes,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,ASTER ASCANIO ALEGRIA CASTELLANOS,"2,363",No
Cortes,PARTIDO LIBERTAD Y REFUNDACION,ANA CAROLINA CARTAGENA GAMERO,"89,602",No
Cortes,PARTIDO NACIONAL DE HONDURAS,ZOILA WILADINA CHIANG CORTES,"85,912",No
Cortes,PARTIDO ANTICORRUPCION,JUAN RAMON LOPEZ BENDECK,"102,389",No
Cortes,PARTIDO UNIFICACION DEMOCRATICA,ESEQUIAS DOBLADO HERNANDEZ,"6,220",No
Cortes,PARTIDO INNOVACION Y UNIDAD SD,FERNANDO MATEO GARRIGO,"4,547",No
Cortes,PARTIDO DEMOCRATA CRISTIANO,IRMA AMELIA CERRATO MARTINEZ,"4,327",No
Cortes,PARTIDO LIBERAL DE HONDURAS,CAROLINA VELASQUEZ MATAMOROS,"54,946",No
Cortes,PARTIDO ALIANZA PATRIOTICA,IRWING LINDSSAY GUARDADO VEROY,"3,015",No
Cortes,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,GLORIA ESMERALDA CASTRO SERANDIA,"1,962",No
Cortes,PARTIDO LIBERTAD Y REFUNDACION,REYNA CONCEPCION PINEDA RAMOS,"87,867",No
Cortes,PARTIDO NACIONAL DE HONDURAS,MELVIN FERRARO LAINEZ,"83,756",No
Cortes,PARTIDO ANTICORRUPCION,EDY MAURICIO PEÑA CARIAS,"101,149",No
Cortes,PARTIDO UNIFICACION DEMOCRATICA,RAUL EDGARDO CHINCHILLA AGUILAR,"6,078",No
Cortes,PARTIDO INNOVACION Y UNIDAD SD,ELIZABETH CONTRERAS,"4,147",No
Cortes,PARTIDO DEMOCRATA CRISTIANO,TIMOTEO OCHOA DIAZ,"4,241",No
Cortes,PARTIDO LIBERAL DE HONDURAS,NORMA HAYDEE CALDERON ARIAS,"53,133",No
Cortes,PARTIDO ALIANZA PATRIOTICA,CESAR AUGUSTO HERNANDEZ PEÑA,"2,967",No
Cortes,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,MARLEN YANETH PAZ PAZ,"1,907",No
Cortes,PARTIDO LIBERTAD Y REFUNDACION,MARCO TULIO DEL ARCA,"87,516",No
Cortes,PARTIDO NACIONAL DE HONDURAS,JOSE ANTONIO MONTALVAN VILLAFRANCA,"83,608",No
Cortes,PARTIDO ANTICORRUPCION,YESICA CAROLINA MUÑOZ GONZALES,"100,613",No
Cortes,PARTIDO UNIFICACION DEMOCRATICA,DAMARY MARLESSY MEJIA AMAYA,"5,881",No
Cortes,PARTIDO INNOVACION Y UNIDAD SD,GISELA MARIA ALTAMIRANO SANCHEZ,"3,829",No
Cortes,PARTIDO DEMOCRATA CRISTIANO,DALIA SUYAPA DUBON ALEMAN,"4,026",No
Cortes,PARTIDO LIBERAL DE HONDURAS,REYNA VIRGINIA ALVARADO BARAHONA,"52,280",No
Cortes,PARTIDO ALIANZA PATRIOTICA,JUAN CONSTANTINO MARINAKYS ZELAYA,"2,863",No
Cortes,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,IVAN FRANCISCO MEJIA FLORES,"1,718",No
Cortes,PARTIDO LIBERTAD Y REFUNDACION,VICTOR MANUEL ROSA RAMOS,"86,333",No
Cortes,PARTIDO NACIONAL DE HONDURAS,OMAHARA HERNANDEZ TRUJILLO,"82,743",No
Cortes,PARTIDO ANTICORRUPCION,VERONICA ISABEL TROCHEZ SABILLON,"98,516",No
Cortes,PARTIDO UNIFICACION DEMOCRATICA,ROMER XAVIER CHAVEZ LINAREZ,"5,796",No
Cortes,PARTIDO INNOVACION Y UNIDAD SD,XIOMARA LIZETH PAVON,"3,756",No
Cortes,PARTIDO DEMOCRATA CRISTIANO,ANA LEONOR VELASQUEZ YONNG,"4,011",No
Cortes,PARTIDO LIBERAL DE HONDURAS,JOSE ANTONIO BARAHONA ZELAYA,"52,149",No
Cortes,PARTIDO ALIANZA PATRIOTICA,KAREN DINORA ORTEGA OSORTO,"2,660",No
Cortes,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,JESUS ORTEGA GARCIA,"1,694",No
Cortes,PARTIDO LIBERTAD Y REFUNDACION,PATRICIA SUYAPA MURILLO GUTIERREZ,"86,197",No
Cortes,PARTIDO NACIONAL DE HONDURAS,MAX ALEJANDRO GONZALES SABILLON,"82,636",No
Cortes,PARTIDO ANTICORRUPCION,CARLOS DONANIM MONTES ORELLANA,"98,479",No
Cortes,PARTIDO UNIFICACION DEMOCRATICA,YESENIA WALESKA ANDINO LOPEZ,"5,382",No
Cortes,PARTIDO INNOVACION Y UNIDAD SD,BERTHA LYDIA COELLO HERNANDEZ,"3,728",No
Cortes,PARTIDO DEMOCRATA CRISTIANO,JORGE ADALBERTO RODRIGUEZ CARDENAS,"3,476",No
Cortes,PARTIDO LIBERAL DE HONDURAS,CINTHYA PAMELA MENOCAL TURCIOS,"50,068",No
Cortes,PARTIDO ALIANZA PATRIOTICA,MANUEL ANTONIO AMAYA,"2,383",No
Cortes,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,ALFONZO FELIPE ROSADO GALEANO,"1,682",No
Cortes,PARTIDO LIBERTAD Y REFUNDACION,JOSE ARNULFO AGUILAR,"85,579",No
Cortes,PARTIDO NACIONAL DE HONDURAS,WENDY CAROLINA ESTEVEZ PAREDES,"80,357",No
Cortes,PARTIDO ANTICORRUPCION,JOSE MEDARDO CABALLERO MONCADA,"95,605",No
Cortes,PARTIDO UNIFICACION DEMOCRATICA,ALBERTO CRUZ TORRES,"5,216",No
Cortes,PARTIDO INNOVACION Y UNIDAD SD,KARLA PATRICIA HERRERA ULLOA,"3,364",No
Cortes,PARTIDO DEMOCRATA CRISTIANO,MARIO ALBERTO SOTO VALLE,"3,342",No
Cortes,PARTIDO LIBERAL DE HONDURAS,JOSE ANTONIO FERNANDEZ FLORES,"49,686",No
Cortes,PARTIDO ALIANZA PATRIOTICA,MANUEL DE JESUS LICONA CASTRO,"2,341",No
Cortes,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,JOSEFINA MORALES PINEDA,"1,624",No
Cortes,PARTIDO LIBERTAD Y REFUNDACION,LUIS ALONSO GARCIA BUSTAMANTE,"84,171",No
Cortes,PARTIDO NACIONAL DE HONDURAS,VICTORIA CARRASCO GARCIA,"79,620",No
Cortes,PARTIDO ANTICORRUPCION,MARGARITA ZULEMA HERNANDEZ GOMEZ,"93,692",No
Cortes,PARTIDO UNIFICACION DEMOCRATICA,DANILO MEJIA BORJAS,"4,670",No
Cortes,PARTIDO INNOVACION Y UNIDAD SD,VICTORINO CARRANZA PONCE,"3,148",No
Cortes,PARTIDO DEMOCRATA CRISTIANO,RUTH ESTHER CASTRO GOMEZ,"3,261",No
Cortes,PARTIDO LIBERAL DE HONDURAS,JUSTA AURELIA SUAZO BERNARDEZ,"48,964",No
Cortes,PARTIDO ALIANZA PATRIOTICA,FELIX JUSTO FREIJE PEÑA,"2,135",No
Cortes,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,OSMARA ARGUETA LOZANO,"1,622",No
Cortes,PARTIDO LIBERTAD Y REFUNDACION,RENE ALTAMIRANO INTERIANO,"83,253",No
Cortes,PARTIDO NACIONAL DE HONDURAS,ERNESTO LAZARUS PINEDA,"79,262",No
Cortes,PARTIDO ANTICORRUPCION,MARIA ERLINDA ENAMORADO CERNA,"91,187",No
Cortes,PARTIDO UNIFICACION DEMOCRATICA,EMILIA LEIVA AYALA,"4,629",No
Cortes,PARTIDO INNOVACION Y UNIDAD SD,MELVIN GEOVANY FLOREZ CANALES,"2,809",No
Cortes,PARTIDO DEMOCRATA CRISTIANO,AQUILES ISAAC CALIX MEJIA,"3,134",No
Cortes,PARTIDO LIBERAL DE HONDURAS,INGRID ALINA MONTES RENDON,"48,106",No
Cortes,PARTIDO ALIANZA PATRIOTICA,ANA EYSABEL GOMEZ,"2,050",No
Cortes,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,MELVIN OMAR BRONFIELD AGUIRRE,"1,572",No
Cortes,PARTIDO LIBERTAD Y REFUNDACION,GLADIS ESMERALDA DELCID NIETO,"81,739",No
Cortes,PARTIDO NACIONAL DE HONDURAS,ELISEO NOEL MEJIA CASTILLO,"78,957",No
Cortes,PARTIDO ANTICORRUPCION,CATALINA PONCE POSAS,"89,672",No
Cortes,PARTIDO UNIFICACION DEMOCRATICA,DANILO OMAR ISAULA VASQUEZ,"4,579",No
Cortes,PARTIDO INNOVACION Y UNIDAD SD,LUIS FERNANDO RAMIREZ,"2,736",No
Cortes,PARTIDO DEMOCRATA CRISTIANO,CARLOS JAVIER FUNEZ CARDOZA,"3,047",No
Cortes,PARTIDO LIBERAL DE HONDURAS,RICARDO EFRAIN FIGUEROA GIRON,"44,149",No
Cortes,PARTIDO ALIANZA PATRIOTICA,EUCEBIO ACOSTA ZUNIGA,"1,995",No
Cortes,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,GARY ALEXANDER RODRIGUEZ VILLANUEVA,"1,521",No
Cortes,PARTIDO LIBERTAD Y REFUNDACION,RUY DIAZ DIAZ,"81,580",No
Cortes,PARTIDO NACIONAL DE HONDURAS,IRIS YASMIN PERDOMO SANDOVAL,"73,459",No
Cortes,PARTIDO UNIFICACION DEMOCRATICA,SONIA ESPERANZA BONILLA GUEVARA,"4,352",No
Cortes,PARTIDO INNOVACION Y UNIDAD SD,ZINIA YAMILET VARGAS GALLEGOS,"2,565",No
Cortes,PARTIDO DEMOCRATA CRISTIANO,LUIS RAFAEL RAMIREZ,"2,927",No
Cortes,PARTIDO LIBERAL DE HONDURAS,JORGE ANTONIO CAMACHO FAJARDO,"42,889",No
Cortes,PARTIDO ALIANZA PATRIOTICA,NANCI YADIRA VASQUEZ GARCIA,"1,871",No
Cortes,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,ALEJANDRO RODRIGUEZ BARDALES,"1,433",No
Cortes,PARTIDO UNIFICACION DEMOCRATICA,ALEX ANTONIO AVILA,"4,223",No
Cortes,PARTIDO INNOVACION Y UNIDAD SD,JOSE DIONICIO PONCE PALACIOS,"2,504",No
Cortes,PARTIDO DEMOCRATA CRISTIANO,JOSE RICARDO SIERRA CHAVARRIA,"2,852",No
Cortes,PARTIDO LIBERAL DE HONDURAS,MIGUEL ANGEL BARAHONA LOPEZ,"42,062",No
Cortes,PARTIDO ALIANZA PATRIOTICA,GREGORIA OCAMPO ZUNIGA,"1,776",No
Cortes,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,MARVIN EMILIO FUNEZ RODRIGUEZ,"1,403",No
Cortes,PARTIDO UNIFICACION DEMOCRATICA,JUAN FRANCISCO GONZALEZ PORTILLO,"3,979",No
Cortes,PARTIDO INNOVACION Y UNIDAD SD,JULIO ISMAEL RAPALO ZEPEDA,"1,637 Empate",No
Cortes,PARTIDO DEMOCRATA CRISTIANO,AXEL ANTONIO QUIROZ COLINDRES,"2,151",No
Cortes,PARTIDO ALIANZA PATRIOTICA,ANNUAR ALFREDO SUAZO KATTAN,"1,568",No
Cortes,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,KELVIN HERNAN ZALDIVAR LOPEZ,"1,283",No
Cortes,PARTIDO UNIFICACION DEMOCRATICA,MARIA CATALINA RIVERA DIAZ,"3,861",No
Cortes,PARTIDO INNOVACION Y UNIDAD SD,EUGENIO HERRERA QUIROZ,"1,637 Empate",No
Choluteca,PARTIDO NACIONAL DE HONDURAS,CARLOS ROBERTO LEDEZMA CASCO,"69,572",SI
Choluteca,PARTIDO NACIONAL DE HONDURAS,MAURICIO OLIVA HERRERA,"67,770",SI
Choluteca,PARTIDO LIBERAL DE HONDURAS,YURY CRISTHIAN SABAS GUTIERREZ,"63,285",SI
Choluteca,PARTIDO LIBERTAD Y REFUNDACION,ANGEL ENRIQUE SANDOVAL LOPEZ,"28,304",SI
Choluteca,PARTIDO NACIONAL DE HONDURAS,FRANCISCO ANTONIO MACIAS ORTEGA,"64,208",SI
Choluteca,PARTIDO LIBERAL DE HONDURAS,CARLOS ALFREDO LARA WATSON,"39,699",SI
Choluteca,PARTIDO LIBERTAD Y REFUNDACION,HECTOR ENRRIQUE PADILLA HERNANDEZ,"27,675",SI
Choluteca,PARTIDO NACIONAL DE HONDURAS,MARIA EMERITA BARDALES HERNANDEZ,"56,683",SI
Choluteca,PARTIDO ANTICORRUPCION,DAVID ARMANDO REYES OSORTO,"16,908",SI
Choluteca,PARTIDO LIBERAL DE HONDURAS,OSCAR ALFREDO BENAVIDES ORDOÑEZ,"32,943",No
Choluteca,PARTIDO INNOVACION Y UNIDAD SD,MODESTO HERRERA SANCHEZ,"6,677",No
Choluteca,PARTIDO DEMOCRATA CRISTIANO,LUIS ALONSO MARCIA HERNANDEZ,"6,840",No
Choluteca,PARTIDO UNIFICACION DEMOCRATICA,GERSON HERNANDEZ OVIEDO,"2,276",No
Choluteca,UNIDOS POR CHOLUTECA,JOSE CESAR ORTEGA SOUZA,"8,542",No
Choluteca,PARTIDO ALIANZA PATRIOTICA,NELSON OMAR FUNEZ FLORES,"1,695",No
Choluteca,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,FRANKLIN ERICK TORUÑO COLINDRES,616,No
Choluteca,PARTIDO LIBERTAD Y REFUNDACION,LUIS GEOVANY MARTINEZ SANCHEZ,"25,821",No
Choluteca,PARTIDO NACIONAL DE HONDURAS,RODANIN PERALTA ESTRADA,"49,501",No
Choluteca,PARTIDO ANTICORRUPCION,LUIS FERNANDO COELLO,"13,102",No
Choluteca,PARTIDO LIBERAL DE HONDURAS,GARY RAMON MARADIAGA SORIANO,"30,366",No
Choluteca,PARTIDO INNOVACION Y UNIDAD SD,JOSE IRECIO BONILLA BONILLA,"2,371",No
Choluteca,PARTIDO DEMOCRATA CRISTIANO,ELMER NOE GARCIA MORAN,"1,770",No
Choluteca,PARTIDO UNIFICACION DEMOCRATICA,BENEDICTO CARCAMO MEJIA,"1,749",No
Choluteca,PARTIDO ALIANZA PATRIOTICA,FELICITA MARIA CARRANZA ORDOÑEZ,"1,136",No
Choluteca,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,RONALD ADALBERTO RUIZ VINDEL,604,No
Choluteca,PARTIDO LIBERTAD Y REFUNDACION,CRISTOBAL JOWANY RODRIGUEZ AMADOR,"25,727",No
Choluteca,PARTIDO NACIONAL DE HONDURAS,JUAN FRANCISCO ARGEÑAL ESPINAL,"45,414",No
Choluteca,PARTIDO ANTICORRUPCION,JORGE ELIU PEREZ DOMINGUEZ,"12,976",No
Choluteca,PARTIDO LIBERAL DE HONDURAS,FELIPE NERY MENDEZ SORIANO,"28,862",No
Choluteca,PARTIDO INNOVACION Y UNIDAD SD,HERLES MISAEL GIMENEZ GALO,"2,026",No
Choluteca,PARTIDO DEMOCRATA CRISTIANO,OSCAR ARNULFO CRUZ,"1,749",No
Choluteca,PARTIDO UNIFICACION DEMOCRATICA,ROSIBEL ZEPEDA OCHOA,"1,367",No
Choluteca,PARTIDO ALIANZA PATRIOTICA,JOSE RAMON SIERRA ZAMORA,"1,092",No
Choluteca,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,LUIS ALBERTO HERRERA,534,No
Choluteca,PARTIDO LIBERTAD Y REFUNDACION,HERNAN ABEL CARRASCO MAYORGA,"23,808",No
Choluteca,PARTIDO NACIONAL DE HONDURAS,VILMA GUADALUPE AGUILAR FLORES,"43,290",No
Choluteca,PARTIDO ANTICORRUPCION,KAREN MELISSA LINAREZ OSORTO,"9,474",No
Choluteca,PARTIDO LIBERAL DE HONDURAS,FREDY OMAR CHAVARRIA CASTILLO,"27,841",No
Choluteca,PARTIDO INNOVACION Y UNIDAD SD,GERSON LEONEL ESPINO MARADIAGA,"1,856",No
Choluteca,PARTIDO DEMOCRATA CRISTIANO,LOURDES ROSMERY FERRUFINO CUEVAS,"1,263",No
Choluteca,PARTIDO UNIFICACION DEMOCRATICA,FELIPE NERY ESPINAL LOPEZ,931,No
Choluteca,PARTIDO ALIANZA PATRIOTICA,CLAUDIA ANGELINA MARTINEZ CASTILLO,399,No
Choluteca,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,CARLOS FABRICIO FLORES BACA,495,No
Choluteca,PARTIDO LIBERTAD Y REFUNDACION,FRANCISCO JAVIER LAZO MERCADO,"23,060",No
Choluteca,PARTIDO NACIONAL DE HONDURAS,FREDY ESPINOZA MONDRAGON,"34,192",No
Choluteca,PARTIDO ANTICORRUPCION,DARMY ADELAIDA ESTRADA VILLALOBOS,"8,610",No
Choluteca,PARTIDO LIBERAL DE HONDURAS,MARIA BERTILIA ZEPEDA LAGOS,"24,582",No
Choluteca,PARTIDO INNOVACION Y UNIDAD SD,LYDIA DE JESUS HERRERA AGUIRRE,"1,354",No
Choluteca,PARTIDO DEMOCRATA CRISTIANO,BRENDA ISOLINA ERAZO HERRERA,"1,165",No
Choluteca,PARTIDO UNIFICACION DEMOCRATICA,JOSE FRANCISCO RAMIREZ PINEDA,786,No
Choluteca,PARTIDO ALIANZA PATRIOTICA,GONZALO JOHEL ROMERO ALVAREZ,348,No
Choluteca,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,NANCY RAQUEL PORTILLO GOMEZ,320,No
Choluteca,PARTIDO LIBERTAD Y REFUNDACION,DILMA DORIS RAMIREZ,"22,652",No
Choluteca,PARTIDO NACIONAL DE HONDURAS,JUANA ISABEL LAINEZ AGUILAR,"32,700",No
Choluteca,PARTIDO ANTICORRUPCION,BELINDA PATRICIA MARCIA BONILLA,"7,887",No
Choluteca,PARTIDO LIBERAL DE HONDURAS,BLANCA MARGARITA OYUELA CARRASCO,"19,404",No
Choluteca,PARTIDO INNOVACION Y UNIDAD SD,JOSE MERCEDES ESTRADA MARTINEZ,"1,283",No
Choluteca,PARTIDO DEMOCRATA CRISTIANO,JORGE MANUEL LAZO,"1,018",No
Choluteca,PARTIDO UNIFICACION DEMOCRATICA,YELSON JOEL PONCE ORDOÑEZ,734,No
Choluteca,PARTIDO ALIANZA PATRIOTICA,OSCAR ESPINAL BAQUEDANO,308,No
Choluteca,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,RAQUEL MONTALVAN,227,No
Choluteca,PARTIDO LIBERTAD Y REFUNDACION,MARTHA LIDIA ARMAS,"22,357",No
Choluteca,PARTIDO ANTICORRUPCION,RICARDO LEONEL DAVILA VIERAS,"6,207",No
Choluteca,PARTIDO LIBERAL DE HONDURAS,MARIA ESTELITA CANALES ORDOÑEZ,"18,111",No
Choluteca,PARTIDO INNOVACION Y UNIDAD SD,EMERITA ANDURAY FUENTES,"1,174",No
Choluteca,PARTIDO DEMOCRATA CRISTIANO,LIZBETH ALEJANDRA SOSA EUCEDA,826,No
