Departamento,Partido,Diputado,Marcas,Quedo
Choluteca,PARTIDO UNIFICACION DEMOCRATICA,DILCIA ESMERALDA SANDOVAL AUCEDA,678,No
Choluteca,PARTIDO ALIANZA PATRIOTICA,KARLA PATRICIA AGUILAR,301,No
Choluteca,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,KAREN MARLENY IZAGUIRRE,214,No
Choluteca,PARTIDO LIBERTAD Y REFUNDACION,MERCEDES BACA PAZ,"21,005",No
Choluteca,PARTIDO ANTICORRUPCION,TRUDIS AMINDA CORRALES OSORTO,"5,148",No
Choluteca,PARTIDO INNOVACION Y UNIDAD SD,GLORIA AZUCENA MARTINEZ GUILLEN,"1,140",No
Choluteca,PARTIDO DEMOCRATA CRISTIANO,JOSE RAFAEL BERRIOS FLORES,778,No
Choluteca,PARTIDO UNIFICACION DEMOCRATICA,MARIA CLARETT VELASQUEZ,361,No
Choluteca,PARTIDO ALIANZA PATRIOTICA,MAYRA KARINA OYUELA ESTRADA,253,No
Choluteca,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,MARIA LEONOR TERCERO MENDEZ,170,No
Choluteca,PARTIDO ANTICORRUPCION,JULIO CESAR FARACH NARVAEZ,"5,114",No
Choluteca,PARTIDO INNOVACION Y UNIDAD SD,GLORIA ESPERANZA CRUZ GODOY,626,No
Choluteca,PARTIDO DEMOCRATA CRISTIANO,ROSA ELENA MARTINEZ,520,No
Choluteca,PARTIDO UNIFICACION DEMOCRATICA,NORA ODALYS ESCOBAR POVER,284,No
Choluteca,PARTIDO ALIANZA PATRIOTICA,BLANCA LIDIA GARCIA LEZAMA,214,No
Choluteca,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,JULIA MARITZA VASQUEZ PONCE,169,No
El Paraiso,PARTIDO NACIONAL DE HONDURAS,WALTER ANTONIO CHAVEZ HERNANDEZ,"67,385",SI
El Paraiso,PARTIDO LIBERTAD Y REFUNDACION,FRANCISCO JAVIER PAZ LAINEZ,"49,175",SI
El Paraiso,PARTIDO NACIONAL DE HONDURAS,JOSE CELIN DISCUA ELVIR,"65,058",SI
El Paraiso,PARTIDO LIBERAL DE HONDURAS,RAMON CHACON FERRUFINO,"38,114",SI
El Paraiso,PARTIDO LIBERTAD Y REFUNDACION,CLAUDIA LORENA GARMENDIA GARAY,"44,396",SI
El Paraiso,PARTIDO NACIONAL DE HONDURAS,SARA ISMELA MEDINA GALO,"61,679",SI
El Paraiso,PARTIDO LIBERAL DE HONDURAS,MARIO EDGARDO SEGURA AROCA,"36,744",No
El Paraiso,PARTIDO ANTICORRUPCION,SANTOS ARCELIO LAGOS,"4,872",No
El Paraiso,PARTIDO INNOVACION Y UNIDAD SD,JOSE LEON AGUILAR,"1,665",No
El Paraiso,PARTIDO UNIFICACION DEMOCRATICA,JACOBO ADOLFO FLORES,"1,972",No
El Paraiso,PARTIDO ALIANZA PATRIOTICA,JUAN ANGEL ALVAREZ GOMEZ,"1,255",No
El Paraiso,PARTIDO DEMOCRATA CRISTIANO,JOSE DAVID MONCADA,"1,188",No
El Paraiso,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,ARLETT DEL CARMEN ACUÑA SARANTES,456,No
El Paraiso,PARTIDO LIBERTAD Y REFUNDACION,NEHEMIAS MARTINEZ ARGUETA,"44,334",No
El Paraiso,PARTIDO NACIONAL DE HONDURAS,MARISABEL DEL CARMEN FERRUFINO FLORES,"56,672",No
El Paraiso,PARTIDO LIBERAL DE HONDURAS,RODRIGO CASTILLO FLORES,"35,760",No
El Paraiso,PARTIDO ANTICORRUPCION,OSCAR ARMANDO ALCANTARA AMADOR,"4,726",No
El Paraiso,PARTIDO INNOVACION Y UNIDAD SD,MARLEN GRICELDA FERNANDEZ MENDEZ,"1,392",No
El Paraiso,PARTIDO UNIFICACION DEMOCRATICA,ADOLFO ENRIQUE GARCIA,749,No
El Paraiso,PARTIDO ALIANZA PATRIOTICA,MARVIN CESAR FONSECA MARTINEZ,609,No
El Paraiso,PARTIDO DEMOCRATA CRISTIANO,OSCAR EMILIO CARRASCO PERALTA,496,No
El Paraiso,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,HECTOR NAHUN MARTINEZ SOSA,280,No
El Paraiso,PARTIDO LIBERTAD Y REFUNDACION,JORGE ARTURO ZAVALA FLORES,"41,695",No
El Paraiso,PARTIDO NACIONAL DE HONDURAS,HECTOR EFRAIN VALLEJO CERNA,"52,444",No
El Paraiso,PARTIDO LIBERAL DE HONDURAS,KING LENARD VARELA ALVAREZ,"32,655",No
El Paraiso,PARTIDO ANTICORRUPCION,CLAUDIA EMILIA AVILA ACUÑA,"4,689",No
El Paraiso,PARTIDO INNOVACION Y UNIDAD SD,OSCAR EMILIO MENJIVAR RUBI,"1,387",No
El Paraiso,PARTIDO UNIFICACION DEMOCRATICA,LIDESKY MILENIA ARGE?AL MARTINEZ,641,No
El Paraiso,PARTIDO ALIANZA PATRIOTICA,KARLA NINOSKA MARTINEZ HERRERA,591,No
El Paraiso,PARTIDO DEMOCRATA CRISTIANO,MARIA JOSE SOLIZ MERCADO,489,No
El Paraiso,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,SINDY MARIELA RODRIGUEZ MONCADA,238,No
El Paraiso,PARTIDO LIBERTAD Y REFUNDACION,DAISY GUADALUPE RIVERA ARDON,"40,191",No
El Paraiso,PARTIDO NACIONAL DE HONDURAS,CESAR HUMBERTO CERRATO FLORES,"52,001",No
El Paraiso,PARTIDO LIBERAL DE HONDURAS,FREDY ALBERTO PASTRANA MOLINA,"32,244",No
El Paraiso,PARTIDO ANTICORRUPCION,CARLOS OMAR OLIVA,"4,546",No
El Paraiso,PARTIDO INNOVACION Y UNIDAD SD,OLGA ALICIA GAMERO PARRIA,661,No
El Paraiso,PARTIDO UNIFICACION DEMOCRATICA,JOSE HERNAN FIGUEROA RODRIGUEZ,503,No
El Paraiso,PARTIDO ALIANZA PATRIOTICA,WENDY YAJAIRA COTO ZELAYA,481,No
El Paraiso,PARTIDO DEMOCRATA CRISTIANO,FLERIDA AIDA VALLADARES,353,No
El Paraiso,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,KARLA PATRICIA SOSA FORTIN,200,No
El Paraiso,PARTIDO LIBERTAD Y REFUNDACION,LUIS ALBERTO POSADAS ALFARO,"40,033",No
El Paraiso,PARTIDO LIBERAL DE HONDURAS,LUIS ALBERTO SANABRIA CABALLERO,"29,769",No
El Paraiso,PARTIDO ANTICORRUPCION,MERARY GISSELA GONZALEZ OSEGUERA,"4,358",No
El Paraiso,PARTIDO INNOVACION Y UNIDAD SD,ENA KAROLINA POZO ARDON,580,No
El Paraiso,PARTIDO UNIFICACION DEMOCRATICA,CONSUELO AMPARO VILLALTA DOMINGUEZ,443,No
El Paraiso,PARTIDO ALIANZA PATRIOTICA,ANGEL AMADO DIAZ GARCIA,355,No
El Paraiso,PARTIDO DEMOCRATA CRISTIANO,NAUDIA MARICELA BORDEN REYES,305,No
El Paraiso,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,CLAUDIA YISEEL CASTELLANOS RODRIGUEZ,193,No
El Paraiso,PARTIDO ANTICORRUPCION,SALLY XIOMARA MARADIAGA MENDOZA,"4,115",No
El Paraiso,PARTIDO INNOVACION Y UNIDAD SD,EDY ALEXIS MURILLO,389,No
El Paraiso,PARTIDO UNIFICACION DEMOCRATICA,ESMILDA MARILY BAQUEDANO RIVAS,326,No
El Paraiso,PARTIDO ALIANZA PATRIOTICA,HERENIA BERMUDEZ TREJO,313,No
El Paraiso,PARTIDO DEMOCRATA CRISTIANO,ERMIS YOBANIS CHAVARRIA LOPEZ,214,No
El Paraiso,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,LUIS ARTURO SALGADO CENTENO,176,No
Francisco Morazan,PARTIDO NACIONAL DE HONDURAS,OSCAR ARTURO ALVAREZ GUERRERO,"191,102",SI
Francisco Morazan,PARTIDO NACIONAL DE HONDURAS,WILMER RAYNEL NEAL VELASQUEZ,"190,062",SI
Francisco Morazan,PARTIDO LIBERTAD Y REFUNDACION,ESDRAS AMADO LOPEZ RODRIGUEZ,"160,874",SI
Francisco Morazan,PARTIDO NACIONAL DE HONDURAS,LENA KARYN GUTIERREZ AREVALO,"181,293",SI
Francisco Morazan,PARTIDO LIBERTAD Y REFUNDACION,DELIA BEATRIZ VALLE MARICHAL,"143,573",SI
Francisco Morazan,PARTIDO NACIONAL DE HONDURAS,ANTONIO CESAR RIVERA CALLEJAS,"180,142",SI
Francisco Morazan,PARTIDO LIBERTAD Y REFUNDACION,RASEL ANTONIO TOME FLORES,"142,039",SI
Francisco Morazan,PARTIDO LIBERAL DE HONDURAS,GABRIELA NUÑEZ ENNABE,"126,204",SI
Francisco Morazan,PARTIDO NACIONAL DE HONDURAS,DAVID GUILLERMO CHAVEZ MADISON,"172,604",SI
Francisco Morazan,PARTIDO ANTICORRUPCION,ANA JOSELINA FORTIN PINEDA,"88,510",SI
Francisco Morazan,PARTIDO LIBERTAD Y REFUNDACION,PEDRO RAFAEL ALEGRIA MONCADA,"134,788",SI
Francisco Morazan,PARTIDO LIBERAL DE HONDURAS,YADIRA ESPERANZA BENDAÑA FLORES,"113,112",SI
Francisco Morazan,PARTIDO NACIONAL DE HONDURAS,JUAN DIEGO ZELAYA AGUILAR,"170,492",SI
Francisco Morazan,PARTIDO ANTICORRUPCION,RAFAEL VIRGILIO PADILLA PAZ,"86,950",SI
Francisco Morazan,PARTIDO LIBERTAD Y REFUNDACION,JOSE LUIS GALDAMEZ ALVAREZ,"133,540",SI
Francisco Morazan,PARTIDO LIBERAL DE HONDURAS,JARIET WALDINA PAZ,"110,767",SI
Francisco Morazan,PARTIDO NACIONAL DE HONDURAS,ROSSEL RENAN INESTROZA HERNANDEZ,"166,843",SI
Francisco Morazan,PARTIDO ANTICORRUPCION,MARLENE ELIZABETH ALVARENGA CASTELLANOS,"82,675",SI
Francisco Morazan,PARTIDO LIBERTAD Y REFUNDACION,JARI DIXON HERRERA HERNANDEZ,"133,534",SI
Francisco Morazan,PARTIDO INNOVACION Y UNIDAD SD,DORIS ALEJANDRINA GUTIERREZ,"80,871",SI
Francisco Morazan,PARTIDO LIBERAL DE HONDURAS,MARCO ANTONIO ANDINO FLORES,"98,597",SI
Francisco Morazan,PARTIDO NACIONAL DE HONDURAS,JOSE OSWALDO RAMOS SOTO,"163,157",SI
Francisco Morazan,PARTIDO DEMOCRATA CRISTIANO,AUGUSTO DOMINGO CRUZ ASENSIO,"55,065",SI
Francisco Morazan,PARTIDO ALIANZA PATRIOTICA,BILLY FERNANDO JOYA AMENDOLA,"61,050",No
Francisco Morazan,PARTIDO UNIFICACION DEMOCRATICA,MARVIN PONCE SAUCEDA,"26,824",No
Francisco Morazan,PARTIDO ANTICORRUPCION,CLAUDIA PATRICIA RODRIGUEZ ROSALES,"82,430",No
Francisco Morazan,PARTIDO LIBERTAD Y REFUNDACION,ENRIQUE ALBERTO FLORES LANZA,"132,588",No
Francisco Morazan,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,MARVIN GEOVANNY GARCIA MARTINEZ,"4,176",No
Francisco Morazan,CANDIDATURA INDEPENDIENTE SOCIALISTA_CIS,FREDIN DE JESUS FUNEZ,"20,429",No
Francisco Morazan,PARTIDO INNOVACION Y UNIDAD SD,GERMAN EDGARDO LEITZELAR VIDAURRETA,"71,428",No
Francisco Morazan,PARTIDO LIBERAL DE HONDURAS,HILDA ARACELY PACHECO MONTERO,"90,160",No
Francisco Morazan,PARTIDO NACIONAL DE HONDURAS,SANTOS ORLANDO MORAZAN PONCE,"163,017",No
Francisco Morazan,PARTIDO DEMOCRATA CRISTIANO,FELICITO AVILA ORDOÑEZ,"37,454",No
Francisco Morazan,PARTIDO ALIANZA PATRIOTICA,GLORIA MARITZA GARCIA SUAREZ,"13,212",No
Francisco Morazan,PARTIDO UNIFICACION DEMOCRATICA,RAFAEL LEONIDAS DIAZ ALCERRO,"21,034",No
Francisco Morazan,PARTIDO ANTICORRUPCION,CARLOS ALBERTO ZELAYA IRIAS,"71,269",No
Francisco Morazan,PARTIDO LIBERTAD Y REFUNDACION,ALEJANDRO VILLATORO AGUILAR,"130,919",No
Francisco Morazan,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,KATIA ARELY MARADIAGA PONCE,"4,127",No
Francisco Morazan,PARTIDO INNOVACION Y UNIDAD SD,OLBAN FRANCISCO VALLADARES ORDOÑEZ,"46,945",No
Francisco Morazan,PARTIDO LIBERAL DE HONDURAS,ANGEL LARISSA ESPINAL PINEL,"90,158",No
Francisco Morazan,PARTIDO NACIONAL DE HONDURAS,WALESKA MARLENE ZELAYA PORTILLO,"159,861",No
Francisco Morazan,PARTIDO DEMOCRATA CRISTIANO,JUAN RAMON VELASQUEZ NAZAR,"28,739",No
Francisco Morazan,PARTIDO ALIANZA PATRIOTICA,NESSY MINNETH SUAZO MELENDEZ,"7,803",No
Francisco Morazan,PARTIDO UNIFICACION DEMOCRATICA,MILGIA DEL CARMEN HERNANDEZ SUAZO,"11,641",No
Francisco Morazan,PARTIDO ANTICORRUPCION,GLENDA XIOMARA OSORIO NUÑEZ,"69,755",No
Francisco Morazan,PARTIDO LIBERTAD Y REFUNDACION,FELIX AMBROSIO SABIO GONZALEZ,"130,745",No
Francisco Morazan,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,LORENZO UBALDO PAVON RODRIGUEZ,"3,570",No
Francisco Morazan,PARTIDO INNOVACION Y UNIDAD SD,MARIO ERNESTO RIVERA VASQUEZ,"40,340",No
Francisco Morazan,PARTIDO LIBERAL DE HONDURAS,AIXA GABRIELA ZELAYA GOMEZ,"88,906",No
Francisco Morazan,PARTIDO NACIONAL DE HONDURAS,RIGOBERTO CHANG CASTILLO,"158,330",No
Francisco Morazan,PARTIDO DEMOCRATA CRISTIANO,MARCO ANTONIO SUAZO,"17,207",No
Francisco Morazan,PARTIDO ALIANZA PATRIOTICA,MIGUEL ENRIQUE NOLASCO LOPEZ,"7,642",No
Francisco Morazan,PARTIDO UNIFICACION DEMOCRATICA,YOHANA REBECA FU PEÑA,"8,198",No
Francisco Morazan,PARTIDO ANTICORRUPCION,ZENIA PATRICIA PADGETT LAGOS,"68,587",No
Francisco Morazan,PARTIDO LIBERTAD Y REFUNDACION,CESAR OMAR SILVA ROSALES,"130,479",No
Francisco Morazan,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,JAVIER MARTIN GARAY COLINDRES,"2,725",No
Francisco Morazan,PARTIDO INNOVACION Y UNIDAD SD,CARMEN ONDINA BENEDIT BLANCO,"13,352",No
Francisco Morazan,PARTIDO LIBERAL DE HONDURAS,JOSE NATANAEL EUCEDA PACHECO,"88,419",No
Francisco Morazan,PARTIDO NACIONAL DE HONDURAS,LISSI MARCELA MATUTE CANO,"157,410",No
Francisco Morazan,PARTIDO DEMOCRATA CRISTIANO,DAVID ARTURO AGUILERA VALLEJO,"10,572",No
Francisco Morazan,PARTIDO ALIANZA PATRIOTICA,MARVIN RIGOBERTO ESPINAL PINEL,"6,758",No
Francisco Morazan,PARTIDO UNIFICACION DEMOCRATICA,ABELLA ESTER CARBAJAL PAZ,"8,168",No
Francisco Morazan,PARTIDO ANTICORRUPCION,RAMON FERNANDO COTO MENDEZ,"67,883",No
Francisco Morazan,PARTIDO LIBERTAD Y REFUNDACION,FEDRA NADIME THIEBAUD GARAY,"127,765",No
Francisco Morazan,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,MIRNA DEL CARMEN MONCADA PINEDA,"2,617",No
Francisco Morazan,PARTIDO INNOVACION Y UNIDAD SD,CARLOS ANDRES ZELAYA ELVIR,"9,014",No
Francisco Morazan,PARTIDO LIBERAL DE HONDURAS,PERLA SIMONS MORALES,"84,775",No
Francisco Morazan,PARTIDO NACIONAL DE HONDURAS,LEONEL ALEJANDRO GIANNINI ESPINAL,"156,817",No
Francisco Morazan,PARTIDO DEMOCRATA CRISTIANO,NELLY ESPERANZA MUÑOZ MUÑOZ,"7,097",No
Francisco Morazan,PARTIDO ALIANZA PATRIOTICA,LILIAN JUDITH MIRANDA MURILLO,"6,446",No
Francisco Morazan,PARTIDO UNIFICACION DEMOCRATICA,NEIRA YARELI BANEGAS OSORIO,"7,271",No
Francisco Morazan,PARTIDO ANTICORRUPCION,JUAN CARLOS BERGANZA GODOY,"67,745",No
Francisco Morazan,PARTIDO LIBERTAD Y REFUNDACION,GILBERTO RIOS MUNGUIA,"127,590",No
Francisco Morazan,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,MARIANA FLORES VASQUEZ,"2,466",No
Francisco Morazan,PARTIDO INNOVACION Y UNIDAD SD,ADRIANA GUEVARA OSORIO,"8,359",No
Francisco Morazan,PARTIDO LIBERAL DE HONDURAS,TEMIS CACERES ANDINO,"71,526",No
Francisco Morazan,PARTIDO NACIONAL DE HONDURAS,COSSETTE ALEJANDRA LOPEZ OSORIO AGUILAR,"156,544",No
Francisco Morazan,PARTIDO DEMOCRATA CRISTIANO,EDGARDO ALFONSO NAVARRETE MELGHEM,"6,969",No
Francisco Morazan,PARTIDO ALIANZA PATRIOTICA,KARLA JEANINE PADILLA REYES,"5,778",No
Francisco Morazan,PARTIDO UNIFICACION DEMOCRATICA,JUAN FERNANDO GONZALEZ,"6,781",No
Francisco Morazan,PARTIDO ANTICORRUPCION,ANA PATRICIA MUÑOZ FERNANDEZ,"67,652",No
Francisco Morazan,PARTIDO LIBERTAD Y REFUNDACION,DELMY ARACELY ORDOÑEZ HERNANDEZ,"126,820",No
Francisco Morazan,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,ANGEL ANTONIO ARGUIJO GALVEZ,"2,356",No
Francisco Morazan,PARTIDO INNOVACION Y UNIDAD SD,JULIO SANTIAGO SORIANO MIRANDA,"7,387",No
Francisco Morazan,PARTIDO LIBERAL DE HONDURAS,GABO ALFREDO JALIL MEJIA,"70,787",No
Francisco Morazan,PARTIDO NACIONAL DE HONDURAS,MARIA ELENA ORDOÑEZ LAZO,"153,174",No
Francisco Morazan,PARTIDO DEMOCRATA CRISTIANO,EDUARDO JORGE GAETE MEJIA,"6,862",No
Francisco Morazan,PARTIDO ALIANZA PATRIOTICA,ADAN FLAUBERT RODRIGUEZ SIERRA,"5,345",No
Francisco Morazan,PARTIDO UNIFICACION DEMOCRATICA,MEDERLYN DAYANIE LOPEZ JACOME,"6,451",No
Francisco Morazan,PARTIDO ANTICORRUPCION,MILTON OMAR TURCIOS CACERES,"65,511",No
Francisco Morazan,PARTIDO LIBERTAD Y REFUNDACION,AMADEO OSORTO LAGOS,"126,186",No
Francisco Morazan,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,ILICH DAVID PAVON LOPEZ,"2,269",No
Francisco Morazan,PARTIDO INNOVACION Y UNIDAD SD,NELSON IVAN MEJIA GUARDADO,"6,909",No
Francisco Morazan,PARTIDO LIBERAL DE HONDURAS,AMILCAR BULNES HERNANDEZ,"68,707",No
Francisco Morazan,PARTIDO NACIONAL DE HONDURAS,HECTOR VIRGILIO MARTINEZ LOZANO,"152,578",No
Francisco Morazan,PARTIDO DEMOCRATA CRISTIANO,KARENT YADIRA ULLOA ROMERO,"6,497",No
Francisco Morazan,PARTIDO ALIANZA PATRIOTICA,OSCAR ANTONIO BREVE DUARTE,"4,941",No
Francisco Morazan,PARTIDO UNIFICACION DEMOCRATICA,GUSTAVO MENDIETA MURCIA,"6,320",No
Francisco Morazan,PARTIDO ANTICORRUPCION,DILCIA MARIBEL GALO JUAREZ,"64,620",No
Francisco Morazan,PARTIDO LIBERTAD Y REFUNDACION,JOSE LUIS BAQUEDANO HERNANDEZ,"125,428",No
Francisco Morazan,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,EMILIO ARTURO GUILLEN SEVILLA,"2,237",No
Francisco Morazan,PARTIDO INNOVACION Y UNIDAD SD,ANA ROSA ANDINO MATAMOROS,"6,749",No
Francisco Morazan,PARTIDO LIBERAL DE HONDURAS,SANDRA EMILIA MUÑOZ REYES,"67,789",No
Francisco Morazan,PARTIDO NACIONAL DE HONDURAS,JOSE DANILO IZAGUIRRE BONILLA,"151,725",No
Francisco Morazan,PARTIDO DEMOCRATA CRISTIANO,ESTELA MARGARITA MARTINEZ GONZALES,"6,368",No
Francisco Morazan,PARTIDO ALIANZA PATRIOTICA,IVONNE ESMERALDA PINTO RUBIO,"4,826",No
Francisco Morazan,PARTIDO UNIFICACION DEMOCRATICA,JOSE ANTONIO CRUZ OLIVA,"6,218",No
Francisco Morazan,PARTIDO ANTICORRUPCION,JAIME RICARDO REDONDO MARINI,"63,993",No
Francisco Morazan,PARTIDO LIBERTAD Y REFUNDACION,ARACELY FLORES BUESO,"124,412",No
Francisco Morazan,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,EDWARD NOEL LANZA CLAROS,"2,159",No
Francisco Morazan,PARTIDO INNOVACION Y UNIDAD SD,JOSE OSCAR MORAN MENDEZ,"6,335",No
Francisco Morazan,PARTIDO LIBERAL DE HONDURAS,LUCIO IZAGUIRRE ROMERO,"66,908",No
Francisco Morazan,PARTIDO NACIONAL DE HONDURAS,GAUDY ALEJANDRA BUSTILLO MARTINEZ,"142,987",No
Francisco Morazan,PARTIDO DEMOCRATA CRISTIANO,NORMA PATRICIA MARTINEZ ZELAYA,"5,831",No
Francisco Morazan,PARTIDO ALIANZA PATRIOTICA,ROSA MARIVEL MIDENCE ALBERTO,"4,819",No
Francisco Morazan,PARTIDO UNIFICACION DEMOCRATICA,ARJANY MARIELA RAMOS FLORES,"5,736",No
Francisco Morazan,PARTIDO ANTICORRUPCION,MARIA LOURDEZ LAGOZ RODRIGUEZ,"63,952",No
Francisco Morazan,PARTIDO LIBERTAD Y REFUNDACION,NORMA YANINA PARADA MARTINEZ,"122,894",No
Francisco Morazan,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,CESAR ADIN BARRAZA LUNA,"2,052",No
Francisco Morazan,PARTIDO INNOVACION Y UNIDAD SD,MARIA EUGENIA TORO ZUNIGA,"5,463",No
Francisco Morazan,PARTIDO LIBERAL DE HONDURAS,JOSUEE GERARDO AGUILAR ZELAYA,"65,228",No
Francisco Morazan,PARTIDO NACIONAL DE HONDURAS,RAMON DAGOBERTO RODRIGUEZ ALLEN,"141,257",No
Francisco Morazan,PARTIDO DEMOCRATA CRISTIANO,JOSE JULIO EDMUNDO MARQUEZ PEÑALVA,"5,676",No
Francisco Morazan,PARTIDO ALIANZA PATRIOTICA,DELIA EMELI LAITANO GIRON,"4,817",No
Francisco Morazan,PARTIDO UNIFICACION DEMOCRATICA,ADONIS FERNANDO COLINDRES AMADOR,"5,534",No
Francisco Morazan,PARTIDO ANTICORRUPCION,JUAN FERNANDO REDONDO GUIFARRO,"63,703",No
Francisco Morazan,PARTIDO LIBERTAD Y REFUNDACION,DIONISIA DIAZ UMAÑA,"122,482",No
Francisco Morazan,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,ELSA XIOMARA GARCIA FLORES,"2,038",No
Francisco Morazan,PARTIDO INNOVACION Y UNIDAD SD,ANGIE GERALDINA VARELA MEJIA,"5,445",No
Francisco Morazan,PARTIDO LIBERAL DE HONDURAS,JOSE CECILIO CRUZ GUEVARA,"63,144",No
Francisco Morazan,PARTIDO NACIONAL DE HONDURAS,FERYD ALBERTO BASCHA SAHURY,"140,147",No
Francisco Morazan,PARTIDO DEMOCRATA CRISTIANO,ELSA VARGAS GONZALEZ,"5,652",No
Francisco Morazan,PARTIDO ALIANZA PATRIOTICA,FRANCISCO JAVIER RAMIREZ ACOSTA,"4,539",No
Francisco Morazan,PARTIDO UNIFICACION DEMOCRATICA,MARTA ALICIA MEZA LAGOS,"4,835",No
Francisco Morazan,PARTIDO ANTICORRUPCION,ALEJANDRO CARBAJAL LIZANO,"63,189",No
Francisco Morazan,PARTIDO LIBERTAD Y REFUNDACION,ROBERTO ZELAYA SAGASTUME,"121,122",No
